cl_from	cl_to
437899	362559
458395	362559
323345	1152
1247928	1584564
407935	25222
805147	1550796
188904	5340
41699	1101
471645	362559
1020613	1359544
382032	5362
406189	802
853151	1664676
213335	1610978
259936	987
516289	10774
516289	10788
208216	1556548
866001	1406531
7359	1668249
469880	1127
19245	1239
136171	5366
136171	1548780
136171	1548783
460254	1178
739228	609737
941595	158477
146401	312430
149798	681680
40089	1180
1107435	1651050
724416	1035
33562	1135437
36529	5323
36529	5328
442197	1355
1130456	1580996
646756	1584296
279624	1356
631634	138977
820341	361955
705010	361955
864029	361955
162642	138984
162639	138984
50570	805
416488	1406704
1179107	4862
816637	361955
772522	1007
468106	362559
989084	312430
969671	1499163
440551	362559
49419	593921
547778	593951
194221	1107
824234	361955
909190	1572235
1166181	1582680
460442	362559
444685	362559
437426	362559
741640	1523738
818186	361955
818181	361955
453868	362559
828051	361955
864544	361955
446796	362559
827982	361955
825038	361955
853780	361955
1190516	312430
825815	361955
853876	361955
946088	139880
686667	362559
1090509	1674226
818177	361955
842888	361955
408021	1658604
30089	5350
975596	5350
975596	10782
181273	1651050
600034	1001825
1126742	701729
1142933	618951
564121	10782
824977	361955
820433	361955
919181	1651050
820352	361955
459255	362559
433016	1001825
878437	361955
472908	362559
115001	362559
393339	362559
759426	1406050
696468	362559
714763	361955
438309	362559
444259	362559
1242750	1508291
705011	361955
1017271	1665691
1208006	312430
814990	361955
876493	361955
14132	758
14132	1391
450742	5701
459176	361955
884158	361955
444260	1499472
460842	362559
470318	362559
391639	362559
449937	362559
883009	1584536
457312	362559
771152	1009
736848	924
936340	1581012
1129162	362559
14996	1556547
437742	362559
728168	1032
61095	1203978
61095	1500432
438641	5611
1130569	1515338
865123	361955
911976	1651050
467347	362559
611132	1634056
462439	362559
828055	361955
636283	1581021
95920	1610978
867697	1610978
798956	1610978
1231290	5352
315917	312430
462230	362559
417829	5620
480843	1406531
375736	5610
1101696	10837
644643	5627
1069771	1674225
877609	361955
454363	362559
890294	361955
457037	362559
877016	361955
832623	361955
918937	1610978
774685	1488281
458916	1001825
459536	362559
514788	361955
865614	1632759
865614	1632763
822122	361955
709232	138977
877620	361955
624639	361955
624639	1518480
876210	361955
348339	1581012
861551	361955
449936	362559
877005	361955
810989	361955
876770	361955
455551	362559
882215	361955
956642	158625
366742	1278
366742	1580994
14998	1556547
749641	849
48108	1022
48108	1067
158340	1481830
572775	1309
328037	1053950
28870	1480002
932041	1556548
798660	839
910464	312430
469600	362559
264163	312430
333695	1236
292899	1152
187970	1610978
168533	1479381
168533	1581024
951223	489159
1177784	1550796
612548	1572233
648309	1580996
873183	241708
452447	362559
861557	361955
825056	361955
484447	1665760
470782	362559
474622	5398
480983	806
38060	1610966
439525	362559
889689	361955
109814	1572233
314721	1085360
477092	1085360
796799	312430
100213	312430
795085	1668632
526623	1085360
1120326	1668248
1120413	1668248
598038	1668248
818183	361955
880398	361955
453702	362559
181306	1651050
218789	1651050
877627	361955
980967	1651050
453021	362559
1244846	929
847674	361955
1215812	609737
124436	1668248
1056120	1488281
360222	10792
439709	362559
1160799	1451
254594	11033
800427	5369
240957	241620
811970	361955
848149	361955
959997	362559
468434	362559
273540	138986
438449	362559
815969	361955
820133	361955
106039	1499582
1201449	1651050
169050	914
875082	361955
466812	362559
439833	362559
820445	361955
429349	362559
471408	361955
67354	312430
89082	312430
1086196	1479742
168057	312430
528018	5355
945790	1134959
799258	1610978
800984	1610978
202283	1610978
1003037	1610978
122429	1610978
364746	1610978
846561	1610978
1250492	1610978
846560	1610978
1180397	312430
420167	10771
420167	10782
918865	10529
918865	10530
41819	241620
1147297	1471688
406427	960
1093900	25223
27061	362559
449153	362559
847677	361955
386360	10783
973351	1497866
455835	362559
467290	362559
812940	361955
300777	312430
63308	312430
690801	361955
1112089	229600
944316	312430
1243954	10803
65790	5254
920238	5254
921956	5260
921956	5261
921956	5262
921956	5264
114654	1610978
828060	361955
819764	361955
819764	1134959
900978	1134959
896012	361955
236267	312430
448207	362559
816210	361955
448883	362559
820359	361955
845524	593951
864552	361955
471340	362559
8114	362559
284535	1001825
445691	362559
436897	362559
473985	362559
442488	362559
1183707	361955
365183	361955
828175	361955
200772	1001825
134761	312430
872540	361955
440792	362559
181766	1651050
361432	805
462459	362559
462459	1572233
462945	361955
890588	361955
853783	361955
891948	361955
444900	362559
847879	361955
453076	362559
328590	1572233
848154	361955
137777	1001825
847732	361955
719912	361955
750101	361955
442497	362559
468670	362559
38244	312430
421683	1499163
600339	1001825
861208	361955
446358	362559
1165373	1632759
388487	593951
388480	996
783363	934
6417	1587
333691	1235
790832	1484665
853784	361955
846572	361955
469185	362559
101599	1668248
370376	5359
818407	361955
972404	1595070
1167722	1406704
8046	5634
852848	139879
852848	241708
84157	1667418
1052958	1653244
446476	362559
323750	362559
752339	1620878
179700	361955
877243	362559
884570	361955
1246549	1173
845422	1668249
360980	1259
316943	1519961
883216	361955
825487	241896
831852	1542205
1215767	609737
459015	593951
229217	808
1145098	1665726
482757	1610978
1068979	362559
848748	361955
901552	1065
802702	5331
459599	809
514770	593951
1179690	5332
773175	1668248
594052	1582673
681624	10837
1237217	1403
190876	881
320498	5385
434875	362559
1144394	10789
302961	1001825
463538	362559
803676	1225547
871200	361955
688198	361955
820329	361955
180072	312430
255887	1225547
861783	361955
890557	361955
1092083	1515338
818967	361955
457205	362559
870006	361955
913562	1001825
449530	1001825
473034	362559
794069	1001825
290312	361955
460272	362559
457163	362559
819590	361955
699025	361955
867744	361955
859160	361955
643314	361955
444497	362559
443488	1001825
464958	362559
405142	1001825
511676	361955
908549	1651050
102993	361955
102993	1001825
863575	361955
748235	1406050
814893	361955
460434	362559
674323	361955
878503	361955
834313	361955
459116	361955
890497	361955
848667	361955
1121780	1651050
454365	362559
469804	362559
615875	361955
694195	362559
805518	805
613602	361955
673420	1499163
869798	361955
454085	362559
816914	361955
882212	361955
429520	362559
474000	362559
421195	1001825
466895	362559
287734	1001825
323874	1001825
474022	362559
302732	1001825
461477	362559
859037	361955
474721	362559
853940	361955
473965	362559
465964	362559
705035	241708
415211	817
893527	1651050
908522	1651050
379233	312430
863920	1651050
878816	361955
866311	361955
877968	361955
194247	797357
818135	756
296808	752
189605	1396
732312	5327
388171	5364
388171	10706
864656	361955
1043041	1665760
384196	910
279744	1124
535128	1482391
151242	948
865805	361955
459397	362559
318200	1001825
455265	361955
463877	362559
444249	362559
867339	361955
421846	1406531
864638	361955
576679	1499472
313821	312430
457480	362559
871671	361955
101235	1001825
74808	1001825
811326	361955
728327	361955
826031	361955
433907	362559
815228	361955
874042	361955
503901	361955
99948	1001825
424865	1651050
836625	361955
502893	361955
291188	1001825
883210	361955
326508	1674225
46359	361955
802086	1611848
983966	25228
820608	361955
919178	1651050
842048	361955
458189	362559
446666	362559
861778	361955
847545	361955
1021735	1651050
181272	1651050
619304	1651050
319409	932
66755	1668248
664775	922
868098	361955
183143	361955
1135385	5369
467752	362559
990036	312430
828317	1651050
867717	361955
816424	361955
728330	361955
455959	362559
844624	361955
817049	361955
461904	362559
442512	362559
1143221	361955
816400	361955
877972	361955
739810	361955
1173815	1071
415476	1499163
840646	361955
872114	361955
824745	361955
461026	1065
181284	1651050
856410	1406531
1102369	1488281
437994	362559
1241581	1584
591808	802
473755	963
196064	1653243
315873	1620878
856689	1667731
561416	5363
561416	10704
705119	1406531
1236145	880
194369	1106
1081572	1182
460535	1161672
705654	361955
123530	1316369
55686	5354
55686	10788
632241	983
456947	362559
537610	902
865826	361955
890303	361955
457653	362559
696469	362559
834455	361955
1246724	1095
32711	5632
98995	5591
84710	5606
848165	1215
857211	5345
699910	1671859
447180	977
384477	1046445
376263	1071
378200	1574071
163035	10816
737188	1594
760809	1456
525229	1406
791786	1662159
821520	361955
879968	5716
817943	361955
464041	362559
883946	361955
878404	361955
461910	362559
816254	361955
1099224	11052
1114496	5398
46955	312430
1243883	1237
407315	5588
198640	1100
437007	1101
358896	5593
814382	5397
121968	1674225
407313	5591
1183998	10789
805528	312430
218771	5593
476705	1085360
262093	1085360
922463	1085360
793681	1668632
926521	10787
457799	362559
225605	1406531
870660	361955
447684	362559
149799	681680
453530	241893
407030	362559
820554	361955
1243952	362559
800421	1602361
679509	1651050
908886	1651050
713249	1651050
181751	1651050
181285	1651050
133245	1651050
865553	361955
834306	361955
610287	1651050
464208	362559
810951	361955
442198	1001825
840469	312430
327115	312430
1242173	1473976
91915	1668248
168206	312430
979849	1515338
778861	1392
778861	11032
124963	362559
211263	1003699
1186271	1003699
1104670	10837
868917	361955
705741	1538791
75439	361955
473028	362559
413347	1670765
350639	5330
790856	1328
882065	361955
880132	361955
433904	362559
1148409	1597411
418607	1526845
149800	681680
820610	361955
733637	362559
407805	361955
750413	361955
726071	241896
872289	361955
500170	361955
413289	362559
1029089	361955
436393	919
206619	1215
673632	361955
890279	361955
826544	361955
746220	5255
1156554	1550796
370252	312430
370252	1653244
448606	362559
311124	1550
441002	362559
1229781	1581012
820127	361955
751154	1653242
1248675	361955
862951	361955
817565	361955
818208	361955
347819	1653242
461398	362559
461398	1653244
445617	362559
815922	361955
78501	1195
210040	312430
181274	1651050
910711	1651050
1237897	1651050
653890	361955
467221	362559
462170	362559
628528	1556548
858305	9378
957808	1668249
998173	5573
285745	1065
152761	312430
1143358	1668249
103039	5323
103039	5346
697814	1097
1211631	312430
168238	312430
651247	1081
341511	1391
281135	5388
334887	5390
870037	361955
457864	362559
471203	362559
825792	361955
881350	361955
867398	1668249
867396	1308
867396	11032
78503	1196
1144016	361955
863114	361955
854221	361955
892286	361955
789788	1406531
170218	5362
978294	5365
978294	10704
728651	976
954592	312430
353827	1653244
468305	362559
802355	312430
458983	362559
1072325	1631586
129648	594073
813984	361955
860720	361955
859308	361955
455359	1572235
435191	1572235
463792	362559
1012362	1278
471403	362559
866129	361955
4911	1170772
310727	1602361
838649	5598
792102	1316369
1149878	1592441
44005	312430
387713	1023
376587	1509249
437781	312430
602058	981
729641	361955
450512	1620878
439513	362559
123111	1620878
717124	241708
150802	1148
150802	312430
645440	963
282208	312430
205448	1204
1081086	10708
1081086	10816
513222	10773
747875	1477301
679126	756
1080888	1486226
133464	312430
658380	981
459380	952
814392	361955
890962	361955
867145	361955
291024	1001825
206092	1522
447892	10782
1222204	5324
1222204	5329
869383	361955
464283	362559
883964	361955
892847	361955
454203	362559
442917	362559
867333	361955
71499	1200
248865	1651050
878252	361955
460372	362559
1189299	312430
507974	362559
814961	361955
1063001	1515338
1211703	6175
931683	1668249
174933	1499163
845205	361955
818936	361955
415178	1500095
296729	963
209093	1527
179763	1202
1078295	711
626937	1304
1107284	1584210
191829	1522
207738	1522
11481	1584592
256540	879
204301	1527
546748	768
369508	5715
1078299	711
28875	1307
102075	5709
261562	312430
95901	5715
93292	1203
1064815	1584546
209341	1522
194219	1107
270957	312430
435056	1584588
1247281	1176
57858	5715
847542	4737
1248824	1584210
101940	1201
1107257	1434506
931755	4739
1143556	623
149801	681680
154054	1039
811516	361955
925553	361955
888536	361955
822547	361955
448490	362559
597640	846
375753	5664
375753	1440136
448573	362559
461031	362559
158393	1481830
1198994	10805
884617	361955
942832	1499472
783510	1455
828034	361955
1079722	1406704
879602	361955
1246331	1176
74752	1527
633770	10788
633770	10837
1248825	1584210
198969	1522
1049473	1523
240808	1112
87119	312430
219753	1148
819771	361955
80950	1191
465068	5632
836930	1143
457359	1181
848685	361955
68707	1568009
505964	1651050
458139	361955
455310	362559
872310	361955
829280	361955
829288	361955
444811	362559
891962	361955
27740	923
450282	362559
720124	992
1009203	1479991
441090	1508517
144842	594073
765729	1518618
5017	1096
3930	1094
822542	361955
61515	1610966
871653	361955
28383	1610966
858637	361955
1214570	10822
216577	5351
216577	5358
7442	5349
7442	1597650
7442	1597651
884135	361955
1249884	11064
722166	5696
383803	1001825
432000	362559
341776	312430
460436	362559
613299	1051
313983	5355
1203179	312430
130243	1410
149802	681680
388493	998
77212	5600
77079	5598
77079	5602
149803	681680
398065	361955
1244232	1518618
814938	361955
149804	681680
1013295	312430
795208	1473932
469070	312430
731177	5318
795209	1668632
859354	983
797201	1663356
1169395	1406704
269463	1465
783511	1460
335719	10804
1244467	925
737062	1019
1004478	1497866
929467	5629
1039908	1406704
659419	5356
921694	1668249
1243605	5327
1243605	5332
1142137	5326
1142137	5328
313037	1674225
555923	1208
459304	362559
751961	1269
790857	1329
445614	362559
394820	1035800
605537	5591
228635	593921
651375	1405767
234824	5394
1092213	594073
387580	5350
120313	1023
124239	5325
703728	10774
703728	10789
380699	1239
291005	1309
770373	241708
734051	5325
1205872	1556548
1127133	711
46747	5367
1245573	925
1176035	1572235
785947	836
153944	5395
431768	1546
438739	1360
431755	924
864649	361955
462341	362559
576868	1581004
191031	1418
115369	1238
392586	1369
346065	1237
346065	1369
346065	11037
78034	1238
216801	1241
123092	1237
452822	312430
533088	1545
195526	1651050
180620	1651050
842042	361955
908533	1651050
499746	312430
330223	647
330223	648
1171046	624
1254026	5255
734588	622
734588	623
737793	5255
737793	5256
449409	186057
973909	5366
973909	10705
138487	5327
138487	5330
1215946	609737
1161615	10777
266965	5618
881349	361955
755990	1610969
130279	1610972
37672	1610972
60024	1610972
44989	1610972
710542	1610969
461838	1178
1083231	1668249
822485	361955
7266	5355
7266	10703
811306	361955
564176	312430
820229	361955
149805	681680
149807	681680
1130781	1085360
441580	97992
219603	4741
751379	937
684141	186057
317448	1001825
432914	362559
273284	1556548
1177942	312430
283113	988
209005	312430
1004502	1497866
595951	846
1244404	5627
870537	1610978
467543	362559
833107	241893
175284	312430
181595	1651050
1254626	1651050
466526	362559
51809	1146
343401	362559
226297	1651050
828277	1651050
817050	361955
862953	361955
882506	361955
884493	361955
890492	361955
875088	361955
432178	362559
814934	361955
1180431	312430
1049719	361955
824246	361955
825016	361955
878822	361955
465201	362559
391941	312430
870274	1581004
141986	594073
734149	594073
21693	1670765
24068	1670765
466898	362559
989092	362559
339605	517858
1121068	1575943
427226	241708
819312	1668632
1165104	312430
869389	361955
670532	1490809
822618	361955
149808	1321
149808	681680
458590	5364
35228	1668248
410762	312430
859356	802
813715	361955
174101	1497866
441885	312430
841362	1668249
876648	1610978
800264	1610973
978293	1509055
978293	1610968
978293	1658604
330406	1494
909047	1403
149809	681680
149810	681680
847877	361955
1024343	11093
103760	5338
566584	10785
1177778	1668249
447000	362559
825305	361955
849761	11064
29766	312430
1041313	1170772
1204180	312430
727982	361955
382947	1069
724572	1035
883936	5714
814908	361955
816432	361955
670534	1546
158403	1481830
1233646	593951
283486	1091
882437	361955
834472	361955
935649	1497866
1039582	10792
928974	1612626
388507	593951
388500	1454
391601	814
595216	839
865698	361955
442372	362559
639156	361955
878614	361955
738765	593951
154055	1040
820340	361955
794651	361955
1241309	1073
259830	1653243
526974	1499472
33102	1610966
46987	589567
196357	1653243
467697	362559
196414	1653243
748919	1610974
748918	1610974
748920	1610974
748920	1610978
748921	1610974
748921	1610978
1195586	5355
102259	1653243
854257	1610973
1031882	1610966
347206	1170772
106006	1059807
875658	5348
593438	361955
814104	361955
124121	362559
705881	361955
812997	361955
149811	681680
983480	312430
1081835	312430
1160962	620
61249	1653244
457939	1651050
820367	361955
464622	362559
448144	362559
855600	361955
255451	1653244
459873	362559
163144	1497866
1004212	1497866
1155491	1598821
169045	312430
1215091	5332
939302	6178
459515	362559
921595	361955
457549	362559
873015	241708
435031	362559
149812	681680
842036	361955
1189589	1610966
912274	10822
63616	312430
275288	1653244
1004130	1497866
799545	1085360
341213	1247
820368	361955
122329	1658695
917926	1225547
815257	361955
72817	312430
59609	594073
283874	362559
302252	1668249
868277	361955
813286	361955
370333	1001825
938266	1482237
198675	686
419743	361955
875125	361955
459840	362559
867733	361955
690637	1651050
888376	361955
933521	1581012
816744	361955
181304	1651050
1076985	1181
816751	361955
749187	1603752
469948	362559
352406	361955
884268	1668248
8511	5704
1046643	1665726
770956	1641388
1123902	5357
1123902	10704
507916	594073
612809	1668248
882213	361955
760581	919
429199	362559
33054	25227
291363	1610973
818212	361955
460228	362559
707103	361955
452770	362559
816389	361955
292889	1651050
461061	362559
432470	362559
1142302	1499163
91707	1651050
870330	361955
1048505	361955
461963	362559
761332	312430
507659	1651050
307145	312430
746490	1590
705930	1032
86432	312430
864842	361955
439183	362559
815003	361955
348792	1262
93928	910
698062	1671859
814016	361955
697891	1508291
820916	361955
158418	1508
9081	312430
749024	1518618
770454	361955
436431	362559
403685	1375
1125419	10704
378475	1066
471596	5357
471773	362559
206299	681680
474054	362559
825417	1663649
851114	361955
265980	5367
455047	705
79180	1408
450162	11034
814121	361955
1004128	1497866
472083	362559
149814	681680
306678	1610978
136383	1410
131361	1239
183139	5330
463982	362559
342885	1203965
1123066	5330
853664	1658604
1190179	312430
174237	1668249
457563	362559
479058	312430
439710	362559
1194097	312430
1043742	624
498399	1665760
170682	312430
630581	361955
1224440	836
795557	1610978
795592	1610978
386494	1304
1215939	609737
1215918	609737
865202	1542205
209930	5367
257346	5363
257346	10704
1077849	1574071
282068	312430
13040	807
13040	1418
790296	1550796
459053	362559
569572	1581012
419581	1469
833704	1610978
584458	312430
209753	1316369
686282	954
537403	5401
1215898	609737
941687	5362
261262	5331
181672	5350
181672	10708
453252	1307
1215893	609737
775226	1023
418806	10787
317408	5365
317408	10706
1215816	609737
1077840	11044
249360	1227
458264	312430
281678	1118
719335	1148
199376	1143
425991	1061
157668	1668248
860708	361955
139177	312430
996085	1497866
321308	312430
1096800	5256
842714	1563362
661434	1563362
1016919	1563362
149815	1322
149815	681680
555328	312430
847510	4737
865115	361955
805959	5258
774657	1518618
540955	944
764706	1069
877971	361955
412171	6177
867487	361955
1218067	10775
1218067	1597651
942852	312430
816905	361955
476926	1665760
447441	362559
291751	1610978
652616	1610973
394762	1610973
295024	1610978
653231	1610973
169495	1610973
884258	1610973
395093	1610973
800263	1610973
403907	1610973
764356	1610973
764356	1610978
37668	1610973
917212	1610973
917212	1610978
467516	1610973
710539	1610961
710539	1610965
1057763	1610973
704353	1610969
170514	1610973
1140335	1610973
1140335	1665726
1192082	1610973
1192082	1610978
996760	25229
996760	1610961
996760	1610965
97719	25229
97593	25239
97593	1610978
705381	25239
705381	1610961
705381	1610965
705381	1610973
705381	1610978
216789	1610978
764358	1610973
392830	1610968
1011729	1631581
662907	361955
431307	361955
294635	361955
446349	362559
516231	881
664810	1030497
944818	1584210
396291	241708
817873	361955
460091	362559
440529	362559
1198066	5366
107266	1610978
122422	1610978
122414	1610978
122413	1610978
1133609	1278
91406	1319
102357	1239
102357	1245
102357	1370
102357	11048
435340	619195
519371	1552
73401	312430
519344	1552
431012	5392
933075	593951
1094121	1665726
538725	1421
824004	1479925
1128031	11040
1192014	312430
1192011	312430
473009	885
864304	1465416
278324	729
278324	11041
971923	1582579
842935	1602
842935	6177
758139	10776
758139	1597650
233642	1597651
361103	1237
1140168	1407
44404	10526
44404	1482238
368073	900
286983	312430
602194	10526
602194	10527
197312	10526
197312	10527
197312	10528
197312	10529
638481	1135437
519037	10526
913875	10530
547336	10526
547336	10527
547336	10528
388470	593951
507891	1671859
9254	1518626
1078154	11044
883413	10804
426206	1376
716504	1631586
738924	1591
842021	361955
550957	643
118041	1542205
44173	5628
3939	594073
1138157	1610957
1138157	1610978
1083751	1610957
795856	1610978
909865	10793
441053	1225546
1135391	5362
1135391	10707
1001028	1574071
715136	1581007
707086	10788
855473	1610978
924636	10692
924636	1610978
58322	1486488
329439	1239
960726	1612629
568932	1668249
181520	312430
1156353	1602
1156353	6176
1156353	10776
1173129	1668249
185319	1114
310980	5341
183785	5348
894439	1542205
538952	944
531385	810
883939	5714
1241074	1094
1241074	1584606
282660	1581007
1215942	609737
720002	1354
720002	1580996
57008	241708
288127	1610978
287246	1610978
1112095	1665726
460584	5353
892141	1542205
36870	312430
1238136	1092
152715	833
1163487	1482237
285255	897
933076	593951
149816	681680
402342	5713
448865	5611
27737	1584580
25802	1511
308557	97982
149817	681680
631076	1550
149818	681680
149819	681680
1237616	835
430554	5395
377787	5617
432429	5395
808650	5390
54860	5595
116591	5635
813278	361955
193244	138973
193230	138973
1113760	1634056
170022	312430
130131	5387
875543	977
790993	938
461523	362559
827666	361955
441184	362559
523432	361955
856532	361955
824939	361955
50579	312430
474597	362559
471308	362559
820439	361955
448347	362559
1239100	1585653
850589	361955
439991	362559
288782	1001825
460622	1467
460622	1581012
1244633	963
420786	1610978
93412	5369
32031	5359
32031	10704
220510	5367
788446	10776
220509	10804
220509	10816
44020	5353
44020	10700
45575	5361
45575	10706
1092916	1610978
629545	5369
1093886	25223
1093580	1610968
885061	10777
1095242	1658604
1093882	25222
1093834	25239
1095454	1610978
1094685	1658604
1096053	25223
1083847	25229
1083847	1610961
1083847	1610965
37426	1610978
1142494	1665726
1093519	1610978
1093534	1610978
292883	594073
13493	1238
95902	312430
1098283	1610978
44867	5370
44865	5363
467562	362559
94013	1401153
640621	98061
206710	1581004
232237	1279
876019	1035
465011	312430
507349	1143
302480	750
302490	915
842729	186059
913780	1610957
26903	938
389715	913
405847	747
85886	1556547
910877	10777
7549	904
1074998	814
1074998	1581004
883424	1668249
923228	1556548
149820	681680
912635	1651050
1236983	362559
180866	1651050
462631	362559
862908	361955
65386	1651050
910413	1651050
180861	1651050
1033090	1499472
180736	1651050
744957	1651050
448484	362559
180735	1651050
1083815	1651050
518677	1610973
1176027	1572235
1125386	5357
1125386	10703
510362	1651050
181023	1651050
817919	361955
439979	362559
872297	361955
851263	361955
762814	960
840807	490700
779381	1406050
455957	362559
132857	312430
870009	361955
159485	499047
461350	362559
466794	362559
1189518	312430
225000	361955
450661	362559
464198	362559
867483	361955
868106	361955
674154	361955
877621	361955
12352	1304
12352	1309
330683	5387
285550	922
752186	1270
890574	361955
129559	1225547
812980	361955
872303	361955
469203	362559
812987	361955
812988	361955
812988	1406050
839675	361955
455851	362559
824971	361955
318589	1001825
434397	362559
853798	361955
460631	362559
460460	362559
827987	361955
816741	361955
857565	361955
828135	5397
741139	593951
760367	1011
820449	361955
614540	1096
731348	1406704
858042	5385
858042	5397
827936	361955
978246	1229
867338	361955
459030	952
1133816	186059
934614	10775
885021	5717
657195	974
603069	10775
33941	5629
945219	10692
1251046	1556548
120070	25228
911939	1610978
20249	25229
20249	1610978
869235	1610978
755665	1610957
755665	1610977
507925	25229
507925	1610961
507925	1610965
507925	1610968
507925	1610977
507926	25239
507926	1610961
507926	1610965
507926	1610973
507926	1610977
507926	1610978
755617	1610977
755617	1610978
755622	1610977
755622	1610978
624008	846
23340	312430
328587	5338
842002	5338
793443	1663356
91191	1003699
187638	312430
534092	1631586
437873	362559
526496	10775
526496	10788
384318	1581005
306952	1610978
874309	593951
640188	910
843446	1671859
847878	361955
847878	1359544
131356	1239
871158	1670765
811090	361955
15095	1307
881799	361955
69247	1670765
61521	1465291
61521	1465292
288417	1063
432077	362559
844000	1671859
879385	361955
446291	362559
72313	1467
1124621	623
206489	5388
842050	361955
959462	711
890649	1508291
843061	1488281
1211585	312430
464095	362559
855837	11026
752312	1268
657202	1507
775263	1022
287780	594073
466598	362559
816251	361955
474109	1465312
1215899	609737
1169701	609737
729237	1011
44408	1563362
380221	1046
391153	1581014
798967	1092
551194	840
811016	361955
462667	312430
1018353	1563362
444726	362559
595695	361955
850415	10773
320972	593921
482024	361955
706490	1034
30982	1563362
1211151	241620
291134	1240
291134	1241
291134	11026
533579	5591
1232061	756
1181268	1484697
351102	1484700
123966	25229
66357	10804
91007	1595070
1215910	609737
403714	1610978
105998	1610978
100682	1610978
114326	1610978
229629	1610978
118073	25239
115088	25227
109077	25239
109077	1610978
702905	1610978
114327	25228
115091	1610978
116237	1610978
1093659	25239
1093676	1610961
1230403	5354
143979	1556548
796610	139879
567676	10774
567676	10785
535752	593951
101471	5338
178016	312430
273742	10822
300450	5326
300450	5331
300450	5341
868713	10774
868713	10785
234637	241708
59292	1668249
1106650	312430
711449	1518618
855424	361955
77497	1406531
768605	1461
219141	5366
134323	806
425284	1465291
679570	361955
866216	361955
892421	361955
220572	1584677
725123	958
740713	1518618
605177	5694
927963	718765
854499	361955
842020	361955
814995	361955
452750	362559
915944	11089
915944	11090
915944	11091
915944	11093
398910	5320
398910	5341
640619	312430
799959	1024
1114103	1671849
218804	1526845
479835	1671859
512561	5388
152722	832
212417	1670141
1024270	5398
323584	1101
57337	1044
1128597	10785
868118	361955
883947	361955
848225	361955
693290	361955
872126	361955
818179	361955
818587	1542205
1178742	1670765
1013853	312430
1200147	747
626930	750
425867	1330464
532649	312430
929719	1556548
283672	312430
1247300	5602
457334	362559
74834	1200
869025	361955
1243971	361955
265223	1152
167155	1668248
420297	1120
273599	1120
304760	1120
917178	5585
827876	361955
442355	362559
868588	361955
836919	1610965
817028	361955
780040	5398
690094	10783
847473	361955
316805	5392
505913	1181
842106	1580996
427942	1285
822174	1008348
933524	1581012
794363	1283
794363	1581012
484987	1318
81482	1668249
612957	229600
563832	1550796
178919	1556548
243370	1668248
861231	361955
632346	1653243
1215959	609737
1215807	609737
333674	1369
333674	11035
1202212	1237
700758	1653244
448096	362559
448886	362559
843811	361955
1215771	609737
1230949	5367
1230949	10707
801963	11064
145198	312430
1101855	594073
798249	1610978
798246	1610978
215351	1653243
464299	362559
874058	361955
115415	1610966
357997	1653244
455547	1658229
455549	1658229
884491	361955
1137533	1653244
785277	1653244
1120802	361955
763464	1009
961643	5574
48016	1391
143806	871
521763	1108
368710	241893
879170	361955
842035	361955
818411	361955
72209	361955
189612	836
441800	362559
149821	681680
881501	361955
466516	362559
892730	312430
356394	361955
471404	362559
810805	361955
182681	361955
757012	361955
869819	361955
718464	1406825
448022	1332
448022	1581014
130007	504997
1070338	1406704
199255	1047
514508	594073
876359	361955
772383	1641395
728138	1035
449478	362559
449478	1572233
772529	1002
1028907	1499472
275246	1668249
1203515	1563362
452930	312430
1098015	312430
840637	361955
106246	10793
398989	921
772531	1012
737116	1593
388509	997
464339	362559
825712	1479991
221401	312430
173723	1497866
843266	1217
1106728	1497866
424928	1373
439855	362559
927362	1581012
73254	1610978
321024	1316369
345223	5591
350960	5593
866541	361955
884992	361955
882221	10776
815901	361955
1151359	1406531
875744	361955
1215777	609737
1090936	10692
1090936	1610957
946111	10692
141408	312430
97734	1610978
103154	1610978
103156	1610978
103159	1610978
103165	1610978
831521	1610978
390366	11044
1215218	1178
916355	835
951124	1668249
149822	681680
659194	1533
820607	361955
85505	718765
640372	878
1248058	1182
1246892	1180
566808	1610978
818178	361955
328974	1472
814671	593921
795082	1663356
149823	681680
445763	10530
827929	361955
329011	1473
299637	1098
11128	1570202
438895	1451
105991	1443
628941	1451
318789	5705
329016	1475
1128315	1163
978196	1580161
141959	312430
867349	361955
762141	158625
748572	1567
859981	361955
990552	1307
1149248	1161693
1248061	1176
48221	1501538
394341	931
291098	960
285253	933
296810	963
120469	929
120066	933
750580	11034
865549	361955
828029	361955
841742	1134959
725390	312430
340899	5386
1202261	312430
871672	361955
793036	158625
66454	5369
55785	5364
1192017	312430
44193	1469
662903	1539
1076562	10773
81969	312430
592309	5392
1195691	10773
1195691	10789
31398	10792
1237593	10703
1215290	1486597
13585	5355
1209485	1584182
1214555	158625
299882	1124
7631	5365
7631	10707
785021	5367
1174602	10771
1174602	10782
308814	986
1230436	5367
1230436	10707
70039	5370
421249	5328
1139195	1065
1139195	1592440
1188679	10774
1188679	10783
328036	1053950
239260	1076
12417	1306
456959	1443
1184486	1597650
421716	5367
138437	1668248
1215797	609737
452524	5370
330251	5324
15322	835
391938	1406793
391938	1662159
882118	10805
1231573	10821
19758	5353
812005	10777
1106822	5367
17079	1443
75709	1003685
643789	10706
318222	10816
721368	5325
14318	907
301271	5595
346770	5398
981448	5352
1206675	312430
8901	1306
379178	10782
122370	1283
613634	1516227
